region,country,in_bfp_flag,bfp_year,years_since_bfp,index,catalogue_solution_type_level_a,catalogue_solution_type_level_b,status_num,solution_type,level,grant,debt_equity,risk,fiscal,market,regulatory,generate,realign,avoid,deliver,private,public,implemented_flag,bfp_impl_group,iso3c
Latin America and Caribbean,Mexico,FALSE,NA,NA,BC,Biodiversity credit, ,1,Biodiversity credit,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,PES,Payment for Ecosystem Services (detailed review),Payment for Ecosystem Services-state intermediation and/or fee,1,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,VC,Venture capital,Biodiversity business incubator,1,Venture capital,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,CS,Corporate sustainability,Corporate supply chain management,1,Corporate sustainability,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,GK,Green banks, ,1,Green banks,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,SST,Sustainability standards and certification (voluntary), ,1,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,CEM,Cost effectiveness measures,Cost effectiveness measures through regulatory institutionalization,1,Cost effectiveness measures,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Africa,Rwanda,TRUE,2019,5,TFS,Trust funds (detailed review), ,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,TT,Taxes and fees in the tourism sector, ,1,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,RWA
Africa,Rwanda,TRUE,2019,5,TFW,"Tarrifs, fees and taxes in the water sector", ,0,"Tarrifs, fees and taxes in the water sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,EAR,Earmarking and retention of biodiversity revenues (self income), ,0,Earmarking and retention of biodiversity revenues (self income),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,TFW,"Tarrifs, fees and taxes in the water sector",Wetland use fees,0,"Tarrifs, fees and taxes in the water sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,PST,Promotion of sustainable tourism, ,0,Promotion of sustainable tourism,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,PES,Payment for Ecosystem Services (detailed review),Payment for Ecosystem Services-private to private,0,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,ISB,Incentives for sustainable business, ,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,TT,Taxes and fees in the tourism sector, ,0,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,ES,Enabling solutions, ,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,EAR,Earmarking and retention of biodiversity revenues (self income), ,0,Earmarking and retention of biodiversity revenues (self income),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,TRUE,2019,5,ES,Enabling solutions, ,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,RWA
Africa,Rwanda,FALSE,NA,NA,EIA,Environmental (and Social) Impact Assessment, ,1,Environmental (and Social) Impact Assessment,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Post-BFP: implemented,RWA
Africa,Rwanda,FALSE,NA,NA,HS,Change subsidies harmful to biodiversity, ,1,Change subsidies harmful to biodiversity,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,RWA
Africa,Rwanda,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,RWA
Asia and the Pacific,Nepal,TRUE,2022,2,LS,Enhanced Land or Marine Stewardship,NA,0,Enhanced Land or Marine Stewardship,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,HS,Change subsidies harmful to biodiversity,NA,0,Change subsidies harmful to biodiversity,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,BFS,Biodiversity friendly subsidies,Subsidies for organic agriculture,0,Biodiversity friendly subsidies,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,EIA,Environmental (and Social) Impact Assessment,NA,0,Environmental (and Social) Impact Assessment,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,PBE,Enhance public budget execution,Enhance local budget execution,0,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,ABS,Access and Benefit Sharing,NA,0,Access and Benefit Sharing,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,EFT,Ecological fiscal transfers (detailed review),NA,0,Ecological fiscal transfers (detailed review),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,TFS,Trust funds (detailed review),NA,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,ES,Enabling solutions,NA,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,TFS,Trust funds (detailed review),"Climate, carbon and forestry funds",0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,ES,Enabling solutions,Mainstreaming,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,DRI,Disaster risk insurance,Human-wildlife conflict insurance,1,Disaster risk insurance,A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,NPL
Asia and the Pacific,Nepal,TRUE,2022,2,CD,Corporate and corporate foundations' donations,NA,1,Corporate and corporate foundations' donations,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,In-BFP: implemented,NPL
Asia and the Pacific,Nepal,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,NPL
Europe and Central Asia,Kazakhstan,TRUE,2018,6,TFWI,Taxes and fees in the wildlife sector,Hunting permits or concessions,0,Taxes and fees in the wildlife sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,BFS,Biodiversity friendly subsidies,NA,1,Biodiversity friendly subsidies,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,BFS,Biodiversity friendly subsidies,Subsidies for organic agriculture,0,Biodiversity friendly subsidies,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,ISB,Incentives for sustainable business,NA,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,LOB,Lobbying for public budget allocations,NA,1,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,BO,Biodiversity offsets (detailed review),NA,1,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,CM,Carbon markets (detailed review),NA,1,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,TRUE,2018,6,CM,Carbon markets (detailed review),NA,1,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,FALSE,NA,NA,SST,Sustainability standards and certification (voluntary),NA,1,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,KAZ
Europe and Central Asia,Kazakhstan,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,KAZ
Africa,South Africa,TRUE,2018,6,ES,Enabling solutions,NA,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,TT,Taxes and fees in the tourism sector,NA,0,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,PTE,Property tax exceptions,NA,0,Property tax exceptions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,ISB,Incentives for sustainable business,Tax incentive,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,NPA,Non-State Protected Areas,NA,0,Non-State Protected Areas,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,LS,Enhanced Land or Marine Stewardship,NA,0,Enhanced Land or Marine Stewardship,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,DGG,Domestic government grants,NA,0,Domestic government grants,A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,LS,Enhanced Land or Marine Stewardship,Conservation services for private land owners,0,Enhanced Land or Marine Stewardship,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,ISB,Incentives for sustainable business,NA,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,TFW,"Tarrifs, fees and taxes in the water sector",Water tarrifs,0,"Tarrifs, fees and taxes in the water sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,CT,Carbon tax,NA,0,Carbon tax,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,ODA,Increasing Official Development Assistance (ODA),Assessing Climate fund,0,Increasing Official Development Assistance (ODA),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,ED,Penalties and other compensation for unplanned environmental damage,NA,0,Penalties and other compensation for unplanned environmental damage,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,TFS,Trust funds (detailed review),NA,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,TRUE,2018,6,ES,Enabling solutions,NA,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,ZAF
Africa,South Africa,FALSE,NA,NA,ES,Enabling solutions,NA,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,BT,Biodiversity tax,NA,1,Biodiversity tax,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,DGG,Domestic government grants,NA,1,Domestic government grants,A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,ISB,Incentives for sustainable business,Tax incentive,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,ZAF
Africa,South Africa,TRUE,2018,6,BO,Biodiversity offsets (detailed review),NA,1,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,SST,Sustainability standards and certification (voluntary),NA,1,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,ES,Enabling solutions,Partnership and platform,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,TT,Taxes and fees in the tourism sector,NA,1,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Africa,South Africa,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,ZAF
Asia and the Pacific,Cambodia,TRUE,2021,3,TT,Taxes and fees in the tourism sector,NA,0,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,PES,Payment for Ecosystem Services (detailed review),NA,0,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,CM,Carbon markets (detailed review),REDD+,0,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,BFS,Biodiversity friendly subsidies,Subsidies for organic agriculture,0,Biodiversity friendly subsidies,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,HS,Change subsidies harmful to biodiversity,NA,0,Change subsidies harmful to biodiversity,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,TPF,Taxes on pesticides and fertilizers (detailed review),NA,0,Taxes on pesticides and fertilizers (detailed review),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,KHM
Asia and the Pacific,Cambodia,TRUE,2021,3,PBE,Enhance public budget execution,NA,0,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,KHM
Latin America and Caribbean,Colombia,TRUE,2018,6,BO,Biodiversity offsets (detailed review),NA,0,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,COL
Latin America and Caribbean,Colombia,TRUE,2018,6,CT,Carbon tax,NA,0,Carbon tax,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,COL
Latin America and Caribbean,Colombia,TRUE,2018,6,PES,Payment for Ecosystem Services (detailed review),NA,0,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,COL
Latin America and Caribbean,Colombia,TRUE,2018,6,TFS,Trust funds (detailed review),NA,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,COL
Latin America and Caribbean,Colombia,TRUE,2018,6,SWF,Sovereign Wealth Funds,Sovereign Wealth Funds-Oil and Gas Funds,0,Sovereign Wealth Funds,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,BO,Biodiversity offsets (detailed review),NA,1,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,SST,Sustainability standards and certification (voluntary),NA,1,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,DGG,Domestic government grants,NA,1,Domestic government grants,A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,TFS,Trust funds (detailed review),Regional Trust Funds,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,PES,Payment for Ecosystem Services (detailed review),NA,1,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,HS,Change subsidies harmful to biodiversity,NA,1,Change subsidies harmful to biodiversity,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,ES,Enabling solutions,NA,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Colombia,FALSE,NA,NA,ES,Enabling solutions,NA,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,COL
Latin America and Caribbean,Belize,TRUE,2019,5,TFS,Trust funds (detailed review),NA,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,BLZ
Latin America and Caribbean,Belize,TRUE,2019,5,GB,Green bonds (detailed review),NA,1,Green bonds (detailed review),A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,BLZ
Latin America and Caribbean,Belize,TRUE,2019,5,GL,Green lending,NA,1,Green lending,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,BLZ
Latin America and Caribbean,Belize,TRUE,2019,5,CRW,Crowd funding,NA,1,Crowd funding,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,In-BFP: implemented,BLZ
Latin America and Caribbean,Belize,TRUE,2019,5,EIA,Environmental (and Social) Impact Assessment,NA,1,Environmental (and Social) Impact Assessment,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,BLZ
Latin America and Caribbean,Belize,TRUE,2019,5,EC,Compensation for planned environmental damage,NA,1,Compensation for planned environmental damage,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,BLZ
